thread_id,email_number,rollback_status,cache_clear_status,diagnostics_required,device_consistency,browser_version,browser_type,issue_reproduction,support_required,os_type,system_change,upgrade_related,ticket_priority,escalation_status,software_version,escalation_needed,crm_version,technical_complexity,error_type,issue_history,issue_severity,system_affected,ticket_created
10,2,True,True,True,consistent across both Chrome and Firefox,Chrome 129.0.6668.89,Chrome,True,False,unknown,yes,True,high,False,v3.1.7,True,4.8.2,High,database_connection_timeout_exception,one-time,critical,multiple systems,1
255,5,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,True,True,unknown,configuration_change,True,high,True,CRM Pro v3.2.4,True,4.2.3,High,503: Service Unavailable,recurring,critical,crm_system,0
142,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,windows_10,no recent changes,True,high,False,unknown,True,unknown,Medium,503: Service Unavailable,one-time,critical,multiple systems,1
3,1,False,False,False,unknown,unknown,unknown,False,False,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,unknown,unknown,unknown,unknown,0
254,1,False,True,False,consistent across both Chrome and Firefox,Chrome 110.0.5481.178,Chrome,False,False,unknown,unknown,False,unknown,False,4.2.1,True,4.2.1,Medium,database_connection_timeout_exception,recurring,critical,single system,0
154,3,False,True,True,consistent across both Chrome and Firefox,"98.0.4758.102, Chrome 122","Chrome, Edge",False,False,windows_10,software_update,True,high,False,SAP ERP 2023,True,unknown,High,timeout,recurring,critical,multiple systems,1
150,4,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,configuration_change,True,high,True,v3.14.2,True,other,High,database_connection_failed,recurring,critical,inventory_module,1
23,2,False,False,True,unknown,unknown,unknown,False,True,unknown,unknown,True,unknown,False,2.5.3,True,unknown,Medium,database_connection_failed,unknown,critical,crm_system,0
191,4,False,False,True,consistent across both Chrome and Firefox,112,Chrome,False,True,unknown,configuration_change,True,high,False,CNC-PRO v3.1,True,4.5.2,High,configuration_error,recurring,critical,inventory_module,1
283,2,True,False,True,consistent across both Chrome and Firefox,unknown,Chrome,False,True,unknown,software_update,True,high,True,CRM Pro v3.2.4,True,4.3.5,High,503: Service Unavailable,recurring,critical,multiple systems,0
44,3,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,windows_10,software_update,True,high,True,3.2.1,True,unknown,High,database_connection_failed,unknown,medium,single system,0
159,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,unknown,False,unknown,False,4.2.3,True,unknown,High,Database connection failed: Error 503,unknown,critical,inventory_module,0
204,2,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,configuration_change,True,high,True,CRM Pro v3.2.4,True,4.2.1,High,database_connection_timeout_exception,recurring,critical,crm_system,1
118,2,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,False,windows_10,no recent changes,True,unknown,False,CRM Pro v3.2.4,True,v3.14.2,Medium,unknown_error,one-time,high,single system,0
231,4,False,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,True,windows_10,No recent changes,False,high,False,unknown,True,unknown,unknown,503: Service Unavailable,one-time,critical,single system,1
47,3,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,No recent changes,False,unknown,False,3.2.1,True,3.2.1,unknown,database_connection_failed,one-time,high,single system,0
180,6,False,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,unknown,software_update,True,high,True,CNC firmware v2.1.4,True,unknown,Medium,timeout,recurring,high,multiple systems,1
108,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Google Chrome,False,True,unknown,hardware_upgrade,True,high,False,v4.2.1,True,unknown,Medium,503: Service Unavailable,recurring,critical,multiple systems,0
91,3,False,False,False,consistent across both Chrome and Firefox,"Chrome 111, Firefox 109","Chrome, Firefox",True,False,unknown,No recent changes,False,unknown,False,v3.14.2,False,unknown,unknown,503: Service Unavailable,unknown,critical,single system,0
226,4,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,high,True,4.2.8,True,unknown,High,database_connection_timeout_exception,recurring,critical,multiple systems,1
192,1,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,False,windows_10,software_update,True,unknown,False,v3.14.2,True,unknown,unknown,database_connection_timeout_exception,recurring,high,single system,0
144,2,False,False,True,consistent across both Chrome and Firefox,Chrome 119.0.0,Chrome,False,True,unknown,configuration_change,False,high,True,4.2.1,True,4.2.1,Medium,database_connection_timeout_exception,recurring,medium,crm_system,1
266,6,False,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,False,windows_10,software_update,True,high,False,3.4.2,True,unknown,Medium,unknown_error,one-time,medium,single system,1
186,6,True,False,True,consistent across both Chrome and Firefox,Chrome 120.0.0,Chrome,False,True,Windows 10,configuration_change,True,high,True,PostgreSQL 12.4,True,unknown,High,database_connection_timeout_exception,recurring,critical,multiple systems,1
289,3,False,False,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,software_update,True,high,False,v4.5.2,True,v4.5.2,High,database_connection_timeout_exception,recurring,critical,multiple systems,1
195,6,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Google Chrome,False,True,windows_10,configuration_change,True,high,False,PostgreSQL 13.5,True,4.2.1,High,configuration_error,recurring,high,single system,1
79,1,False,True,False,unknown,Chrome 120,Chrome,False,True,unknown,unknown,False,high,False,unknown,True,unknown,unknown,database_connection_timeout_exception,unknown,critical,inventory_module,0
51,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,windows_10,no recent changes,True,unknown,True,NoscoCRM v4.3.2,True,unknown,High,database_connection_timeout_exception,recurring,critical,multiple systems,0
113,4,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Google Chrome,True,True,unknown,hardware_upgrade,True,high,True,CRM Pro v3.2.4,True,4.2.1,High,database_connection_timeout_exception,recurring,high,multiple systems,1
131,1,True,True,True,consistent across both Chrome and Firefox,Chrome 125.0.6422.142,Chrome,False,True,unknown,configuration_change,True,unknown,True,CRM v3.7.1,True,unknown,High,API Gateway Timeout (Error 504),unknown,critical,multiple systems,0
287,1,False,False,True,unknown,unknown,unknown,False,False,unknown,unknown,False,unknown,False,unknown,True,unknown,High,API timeout after webhook validation fails,unknown,critical,inventory_module,0
117,1,False,True,True,unknown,Chrome 120,Google Chrome,False,True,windows_10,software_update,True,unknown,False,unknown,True,unknown,Medium,database_connection_timeout_exception,recurring,high,single system,0
100,6,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,Windows,configuration_change,True,high,True,v3.14.2,True,3.2.1,Medium,503: Service Unavailable,recurring,critical,inventory_module,1
234,2,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,database_connection_failed,unknown,critical,multiple systems,0
227,3,True,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,windows_10,configuration_change,True,high,True,v3.14.2,True,4.2.1,High,configuration_error,one-time,critical,multiple systems,1
194,4,True,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,Windows Server 2019,configuration_change,True,high,True,v2.4.2,True,unknown,Medium,configuration_error,one-time,high,single system,0
155,5,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,True,False,unknown,configuration_change,True,high,False,v2.3.1,True,2.5.3,High,503: Service Unavailable,recurring,critical,multiple systems,1
58,2,False,False,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,unknown,software_update,True,unknown,False,v2.4.1,True,unknown,High,database_connection_failed,one-time,high,single system,0
273,3,True,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,windows_10,no recent changes,True,high,True,v3.8.4,True,unknown,High,system_error,one-time,critical,single system,0
274,2,False,True,True,unknown,Chrome 120,Chrome,False,True,unknown,unknown,True,high,False,unknown,False,unknown,unknown,timeout,recurring,critical,multiple systems,1
261,3,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,software_update,True,high,False,CRM Pro v4.2.1,True,4.2.1,Medium,database_connection_timeout,recurring,critical,multiple systems,0
82,1,False,False,False,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,configuration_change,True,unknown,False,unknown,False,unknown,unknown,database_connection_failed,one-time,high,single system,0
278,3,False,True,True,consistent across both Chrome and Firefox,Chrome 118,Chrome,False,True,unknown,configuration_change,True,high,False,v2.1.8,True,4.3.0,Medium,503: Service Unavailable,recurring,medium,single system,1
251,4,True,False,True,consistent across both Chrome and Firefox,117,Edge,False,True,unknown,configuration_change,True,high,False,3.2.1,True,4.2.0,Medium,timeout,recurring,critical,multiple systems,1
79,4,True,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Google Chrome,True,True,windows_10,configuration_change,True,high,False,2.4.1,True,2.5.3,High,database_connection_failed,one-time,critical,inventory_module,0
110,3,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,unknown,yes,True,high,False,2.4.7,True,unknown,High,timeout,recurring,critical,multiple systems,0
52,6,True,False,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,windows_10,yes,True,high,False,v3.20.1,True,unknown,High,configuration_error,one-time,critical,inventory_module,1
178,3,True,True,True,consistent across both Chrome and Firefox,Chrome 125,Chrome,True,True,windows_10,configuration_change,True,high,True,3.2.1,True,unknown,High,configuration_error,one-time,critical,single system,1
195,3,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Google Chrome,False,True,windows_10,configuration_change,True,high,False,CRM Pro v3.2.4,True,4.2.1,High,503: Service Unavailable,recurring,critical,multiple systems,0
261,4,True,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,high,False,4.2.1,True,4.2.1,Medium,database_connection_timeout_exception,recurring,high,single system,1
97,3,False,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,False,windows_10,configuration_change,True,high,False,v3.14.2,True,unknown,High,database_connection_timeout_exception,recurring,critical,inventory_module,0
299,2,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,No recent changes,True,high,False,3.2.1,True,unknown,High,timeout,recurring,critical,single system,0
82,4,False,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,windows_10,no recent changes,True,unknown,True,v3.14.2,True,3.2.1,Low,database_connection_failed,one-time,medium,single system,1
146,6,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,Windows Server 2022,configuration_change,True,high,True,v4.2.1,True,unknown,Medium,database_migration_conflict,one-time,high,multiple systems,1
253,1,False,True,False,consistent across both Chrome and Firefox,Chrome 112,Chrome,False,True,unknown,unknown,False,unknown,False,unknown,False,4.2.1,Medium,Database connection failed,one-time,critical,single system,0
299,3,True,False,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,hardware_upgrade,True,high,False,3.2.1,True,unknown,High,timeout,recurring,critical,multiple systems,1
9,2,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,database_connection_failed,unknown,critical,multiple systems,1
219,5,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Google Chrome,False,True,windows_10,No recent changes,False,unknown,True,CRM Pro v3.2.4,True,4.2.5,Medium,database_connection_timeout_exception,one-time,high,multiple systems,0
261,2,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,software_update,True,high,False,CRM Pro v4.2.1,True,4.2.1,High,database_connection_timeout,recurring,high,single system,0
205,2,True,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,windows_10,configuration_change,True,high,True,3.2.1,True,unknown,High,database_connection_timeout_exception,one-time,critical,single system,1
193,5,True,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,high,True,v4.2.1,True,4.2.1,Medium,timeout,one-time,critical,single system,1
232,2,True,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,windows_10,configuration_change,True,high,True,3.2.1,True,unknown,High,configuration_error,one-time,critical,multiple systems,1
241,5,False,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,True,unknown,hardware_upgrade,True,high,True,3.2.1,True,unknown,High,timeout,recurring,critical,single system,1
14,5,True,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,unknown,False,CRM Pro v3.2.4,True,unknown,High,configuration_error,one-time,critical,single system,1
160,4,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,True,True,unknown,no recent changes,True,high,False,2.4.5,True,unknown,High,database_connection_timeout_exception,recurring,critical,single system,0
137,2,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,configuration_change,True,high,False,v2.1.48,True,unknown,High,configuration_error,recurring,critical,multiple systems,1
110,4,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,unknown,configuration_change,True,high,False,2.4.7,True,unknown,High,database_connection_failed,recurring,critical,multiple systems,1
54,4,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Firefox,False,True,windows_10,no recent changes,True,high,True,Nosco CRM v2.4.1,True,unknown,High,database_connection_failed,one-time,critical,inventory_module,1
166,2,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,configuration_change,False,high,False,v5.1.2,True,unknown,High,database_connection_timeout,one-time,critical,multiple systems,0
219,6,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Google Chrome,False,True,windows_10,No recent changes,False,unknown,True,CRM Pro v3.2.4,True,4.2.5,Medium,database_connection_timeout_exception,one-time,high,multiple systems,1
163,4,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,True,True,unknown,configuration_change,True,high,False,v3.14.2,True,2.3.4,High,database_connection_timeout_exception,recurring,critical,inventory_module,0
6,2,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,windows_10,no recent changes,False,unknown,False,3.2.1,False,3.2.1,Medium,database_connection_failed,recurring,critical,multiple systems,0
259,6,False,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,unknown,No recent changes,False,high,True,2.5.3,True,2.5.3,unknown,database_connection_timeout_exception,unknown,high,single system,1
146,2,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,software_update,True,high,False,v4.2.1,False,unknown,Medium,database_connection_timeout_exception,one-time,high,single system,0
251,2,False,False,True,consistent across both Chrome and Firefox,117,Chrome,False,False,unknown,configuration_change,True,unknown,False,3.2.1,True,unknown,Medium,timeout,one-time,critical,multiple systems,0
291,4,True,True,True,consistent across both Chrome and Firefox,Chrome 125,Chrome,False,True,unknown,configuration_change,True,high,True,v3.4.2,True,unknown,Medium,configuration_error,one-time,high,multiple systems,0
253,2,False,True,True,consistent across both Chrome and Firefox,Chrome 112,Chrome,False,True,unknown,unknown,False,unknown,False,unknown,True,4.2.1,Medium,Database connection failed,one-time,critical,single system,1
120,5,False,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,True,True,unknown,software_update,True,high,False,3.2.1,True,unknown,High,timeout,recurring,critical,multiple systems,1
35,2,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,database_connection_failed,unknown,high,multiple systems,0
212,5,False,True,True,consistent across both Chrome and Firefox,"Chrome 98, Firefox 95","Chrome, Firefox",False,True,unknown,No recent changes,False,unknown,False,4.2.3,False,unknown,unknown,Database connection failed: Error 503,recurring,high,crm_system,1
150,2,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,software_update,True,high,False,v2.4.1,True,2.4.1,Medium,503: Service Unavailable,one-time,critical,multiple systems,0
190,5,False,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,False,windows_10,No recent changes,False,unknown,False,2.3.1,True,2.3.1,Medium,unknown_error,recurring,critical,inventory_module,1
3,6,True,False,True,consistent across both Chrome and Firefox,unknown,Chrome,False,False,unknown,configuration_change,True,unknown,False,unknown,True,unknown,Medium,configuration_error,one-time,medium,inventory_module,1
123,4,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,False,unknown,configuration_change,True,unknown,False,3.2.1,True,unknown,High,configuration_error,one-time,critical,single system,1
207,1,False,False,True,consistent across both Chrome and Firefox,unknown,Chrome,False,False,windows_10,no recent changes,True,unknown,False,CRM Pro v3.2.4,False,3.2.1,Medium,database_connection_failed,recurring,high,multiple systems,0
93,2,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,configuration_change,True,high,True,4.2.1,True,unknown,Medium,database_connection_failed,recurring,high,inventory_module,1
4,1,True,True,True,consistent across both Chrome and Firefox,Chrome 130.0.6723.91,Chrome,False,False,unknown,configuration_change,False,high,False,v2.1.5,True,unknown,High,database_connection_timeout_exception,one-time,critical,multiple systems,0
160,6,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,True,True,unknown,configuration_change,True,high,False,2.4.5,True,unknown,High,configuration_error,one-time,high,multiple systems,1
95,4,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,True,True,windows_11,configuration_change,True,high,False,v3.14.2,True,4.2.1,Medium,database_connection_failed,recurring,high,inventory_module,0
127,6,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,True,True,windows_10,configuration_change,True,high,False,v3.2.4,True,3.2.1,Medium,database_connection_timeout,recurring,high,inventory_module,1
183,5,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,True,True,unknown,No recent changes,True,high,False,v3.2.1,True,unknown,High,timeout,recurring,high,inventory_module,1
171,1,False,False,False,unknown,unknown,unknown,False,False,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,unknown,unknown,unknown,unknown,0
262,4,True,False,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,configuration_change,True,high,True,v3.3,True,unknown,Medium,configuration_error,one-time,high,multiple systems,0
191,3,False,False,True,consistent across both Chrome and Firefox,112,Chrome,False,True,unknown,configuration_change,True,high,False,Oracle 21.4.0.2,True,4.5.2,High,database_connection_failed,recurring,critical,single system,0
128,4,True,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,True,Linux,configuration_change,True,high,False,Nosco CRM v2.4.1,True,unknown,High,503: Service Unavailable,recurring,critical,multiple systems,1
300,3,False,False,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,False,unknown,software_update,True,unknown,False,v2.3.1,False,unknown,unknown,Timeout exception at /api/payment/v2/handle,one-time,critical,single system,0
92,5,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,no recent changes,False,unknown,True,CRM Pro v4.2.3,True,4.2.3,Medium,database_connection_timeout_exception,recurring,high,multiple systems,1
34,4,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,configuration_change,True,high,True,CRM Pro v3.2.4,True,3.2.5,Medium,unknown_error,recurring,medium,multiple systems,1
53,2,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,configuration_change,False,unknown,True,3.2.1,True,unknown,High,database_connection_failed,unknown,critical,multiple systems,1
185,6,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,unknown,True,v3.14.2,True,3.2.1,Medium,database_connection_failed,one-time,critical,multiple systems,1
159,6,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,configuration_change,True,high,True,v4.2.3,True,unknown,Low,configuration_error,one-time,high,single system,1
240,3,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,no recent changes,False,unknown,False,2.1.4,True,unknown,unknown,database_connection_failed,recurring,critical,single system,1
265,3,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,windows_10,No recent changes,True,high,True,v7.3,True,4.1.8,High,database_connection_timeout_exception,recurring,high,multiple systems,1
239,2,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,unknown,False,unknown,False,3.2.1,True,3.2.1,unknown,database_connection_failed,unknown,critical,crm_system,1
91,5,False,False,True,consistent across both Chrome and Firefox,"Chrome 111, Firefox 109","Chrome, Firefox",True,False,unknown,No recent changes,False,unknown,False,v3.14.2,True,unknown,unknown,503: Service Unavailable,unknown,high,single system,1
244,4,True,False,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,Windows Server 2022,configuration_change,True,high,True,v4.7.9,True,4.8.3,High,configuration_error,one-time,critical,multiple systems,0
291,2,False,True,True,consistent across both Chrome and Firefox,Chrome 125,Chrome,False,True,unknown,software_update,True,high,True,v3.4.2,True,unknown,High,database_connection_failed,one-time,high,crm_system,0
185,5,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,unknown,False,v3.14.2,True,3.2.1,Medium,database_connection_failed,one-time,high,multiple systems,0
250,3,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,no recent changes,False,unknown,True,3.5.2,True,unknown,unknown,database_connection_failed,recurring,high,multiple systems,0
118,3,False,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Edge,False,False,windows_10,yes,True,high,False,CRM Pro v3.2.4,True,v3.14.2,High,503: Service Unavailable,recurring,critical,multiple systems,0
140,3,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,Windows Server 2022,yes,True,unknown,False,unknown,True,unknown,High,timeout,recurring,critical,multiple systems,0
189,3,False,True,True,consistent across both Chrome and Firefox,Edge 120,Edge,False,True,unknown,software_update,True,unknown,True,v4.2.5,True,4.2.5,Medium,database_connection_timeout_exception,recurring,high,single system,0
162,5,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,no recent changes,True,high,True,5.1.3,True,unknown,unknown,database_connection_failed,recurring,high,crm_system,1
189,6,False,True,True,consistent across both Chrome and Firefox,Edge 120,Edge,False,True,unknown,configuration_change,True,high,True,v4.2.5,True,4.2.5,High,database_connection_failed,recurring,critical,multiple systems,1
186,5,True,False,True,consistent across both Chrome and Firefox,Chrome 120.0.0,Chrome,False,True,Windows 10,configuration_change,True,high,False,PostgreSQL 12.4,True,unknown,High,unknown_error,one-time,critical,multiple systems,0
170,1,False,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,False,windows_10,software_update,True,unknown,False,CRM Pro v3.2.4,True,unknown,High,database_connection_timeout_exception,recurring,critical,multiple systems,0
295,2,True,True,True,consistent across both Chrome and Firefox,Chrome 118,Chrome,False,True,unknown,configuration_change,True,high,False,CRM Pro v3.2.4,True,2.1.5,Medium,database_connection_timeout_exception,recurring,high,multiple systems,1
169,1,False,True,True,consistent across both Chrome and Firefox,Chrome 128.0.6613.114,Chrome,False,False,Windows Server 2022,configuration_change,False,unknown,False,CRM v4.8.2,True,4.8.2,High,Database connection timeout,one-time,critical,inventory_module,0
117,4,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,windows_10,configuration_change,True,high,False,v4.2.1,True,unknown,High,database_connection_timeout_exception,recurring,critical,inventory_module,1
217,2,False,False,True,unknown,unknown,unknown,False,True,unknown,configuration_change,True,unknown,False,3.2.1,False,unknown,unknown,database_connection_failed,unknown,critical,crm_system,0
290,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,configuration_change,True,high,True,Nosco CRM v2.3.1,True,2.5.3,High,503: Service Unavailable,recurring,critical,multiple systems,1
166,4,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,True,True,Windows Server 2019,configuration_change,True,high,False,CRM Pro v3.2.4,True,unknown,High,configuration_error,recurring,high,multiple systems,1
159,3,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,configuration_change,True,high,True,v4.2.3,True,unknown,Medium,database_connection_timeout_exception,one-time,critical,multiple systems,0
248,1,True,True,False,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,windows_10,unknown,False,unknown,False,unknown,True,unknown,unknown,database_connection_timeout_exception,one-time,critical,inventory_module,0
35,4,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,no recent changes,False,unknown,True,unknown,True,4.2.1,unknown,database_connection_failed,recurring,high,single system,0
159,2,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,software_update,True,high,True,v4.2.3,True,unknown,High,database_connection_failed,one-time,critical,single system,0
108,2,False,True,False,consistent across both Chrome and Firefox,Chrome 120,Google Chrome,False,True,unknown,configuration_change,True,high,False,v4.2.1,True,unknown,Medium,503: Service Unavailable,one-time,high,single system,0
31,2,False,False,True,consistent across both Chrome and Firefox,unknown,Chrome,False,False,unknown,unknown,False,high,False,unknown,False,unknown,unknown,database_connection_failed,recurring,critical,single system,0
106,1,False,True,False,consistent across both Chrome and Firefox,unknown,Chrome,False,True,unknown,no recent changes,False,unknown,False,unknown,True,2.5.3,High,503: Service Unavailable,one-time,critical,multiple systems,0
133,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,Windows POS,unknown,False,high,True,stripe-v3.2.1,True,2.7.1,High,API timeout after webhook validation fails,unknown,critical,multiple systems,0
147,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,Windows Server 2019,software_update,True,unknown,True,CRM Pro v3.2.4,True,4.2.1,High,503: Service Unavailable,recurring,critical,multiple systems,1
234,6,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,software_update,True,high,True,3.2.1,True,3.2.1,High,database_connection_failed,one-time,critical,multiple systems,1
51,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,software_update,True,unknown,False,NoscoCRM v4.3.2,True,unknown,High,Database connection failed - Error 503 Service Unavailable,one-time,critical,multiple systems,0
121,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,windows_11,no recent changes,True,unknown,False,3.2.1,True,unknown,High,timeout,one-time,critical,multiple systems,0
161,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,no recent changes,False,high,False,Nosco CRM v2.4.1,True,unknown,unknown,503: Service Unavailable,recurring,critical,multiple systems,0
290,2,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,No recent changes,True,high,True,Nosco CRM v2.3.1,True,2.5.3,High,configuration_error,one-time,high,multiple systems,0
92,2,False,False,False,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,unknown,False,unknown,False,unknown,False,unknown,Medium,database_connection_timeout_exception,recurring,high,single system,0
270,1,False,False,False,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,no recent changes,True,unknown,False,NexusCRM v3.8.2,True,unknown,High,database_connection_timeout_exception,recurring,critical,multiple systems,0
20,1,False,True,True,unknown,unknown,unknown,False,False,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,database_connection_failed,unknown,high,inventory_module,0
214,5,True,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,windows_10,configuration_change,True,high,False,3.2.1,True,unknown,Medium,unknown_error,recurring,high,single system,1
174,3,True,True,True,consistent across both Chrome and Firefox,Chrome 119.0.0,Chrome,False,False,windows_10,software_update,True,high,False,CRM v4.2.3,True,4.2.3,High,timeout,recurring,high,multiple systems,1
258,2,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,configuration_change,False,unknown,False,4.2.1,False,4.2.1,unknown,database_connection_failed,one-time,critical,single system,1
31,1,False,False,True,consistent across both Chrome and Firefox,unknown,Chrome,False,False,unknown,unknown,False,high,False,unknown,False,unknown,unknown,database_connection_failed,recurring,critical,single system,0
