thread_id,email_number,rollback_status,cache_clear_status,diagnostics_required,device_consistency,browser_version,browser_type,issue_reproduction,support_required,os_type,system_change,upgrade_related,ticket_priority,escalation_status,software_version,escalation_needed,crm_version,software_version,technical_complexity,resolution_time,error_type,issue_history,error_type,issue_severity,system_affected
63,2,,,True,,,,,True,,configuration_change,,,,,True,,,,,,,,critical,crm_system
64,1,,True,False,consistent across both Chrome and Firefox,,unknown,,False,windows_10,configuration_change,True,high,,3.2.1,True,3.2.1,3.2.1,Medium,,database_connection_failed,one-time,database_connection_failed,high,crm_system
64,2,,,True,unknown,,,,True,unknown,unknown,,unknown,True,,True,,,unknown,,database_connection_failed,unknown,database_connection_failed,high,single system
65,1,,True,,,,,,True,,,,,,,,,,,,,,,,
65,2,,,True,,,,,False,,unknown,,,,unknown,,,unknown,,,,,,,unknown
65,3,,,True,consistent across both Chrome and Firefox,,,False,False,,configuration_change,True,,,3.2.1,True,,3.2.1,,,database_connection_failed,,database_connection_failed,high,crm_system
66,1,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,False,windows_10,yes,True,high,False,v2.1.5,True,unknown,v2.1.5,High,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,single system
66,2,,,True,,,,,True,,configuration_change,True,high,,,True,,,,90.0,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,multiple systems
67,1,,,,unknown,,,,False,unknown,unknown,,,,3.2.1,False,3.2.1,3.2.1,unknown,,database_connection_failed,unknown,database_connection_failed,high,crm_system
67,2,,False,True,unknown,unknown,unknown,False,False,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,unknown,,unknown,unknown,unknown,critical,unknown
67,3,,,,,,,,,,,,,,,,,,,,,,,,
67,4,False,,True,consistent across both Chrome and Firefox,,,False,True,,No recent changes,,,False,unknown,True,,unknown,,,database connection failure,,database connection failure,,single system
71,1,,False,True,consistent across both Chrome and Firefox,,,False,True,,no recent changes,False,,False,v3.14.2,True,,v3.14.2,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,multiple systems
71,2,,,True,consistent across both Chrome and Firefox,,,,True,unknown,configuration_change,True,high,False,4.3.2,False,4.3.2,4.3.2,Medium,,unknown_error,recurring,unknown_error,critical,crm_system
71,3,False,,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,windows_10,software_update,True,,,PostgreSQL 13.9,True,,PostgreSQL 13.9,Medium,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,multiple systems
72,1,False,True,False,consistent across both Chrome and Firefox,Chrome 119,Chrome,False,True,unknown,unknown,False,unknown,False,unknown,False,4.2.1,unknown,Medium,,database_connection_failed,recurring,database_connection_failed,high,crm_system
72,2,,,False,unknown,unknown,unknown,False,True,unknown,unknown,False,unknown,False,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,high,unknown
73,1,,True,False,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,False,unknown,configuration_change,True,,,Nosco CRM v2.3.4,True,,Nosco CRM v2.3.4,High,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,inventory_module
73,2,,,False,unknown,,unknown,,True,unknown,unknown,,,True,,True,unknown,,unknown,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,critical,inventory_module
73,3,,,,consistent across both Chrome and Firefox,unknown,unknown,,,unknown,unknown,False,high,,unknown,True,unknown,unknown,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,critical,inventory_module
73,4,True,,True,consistent across both Chrome and Firefox,,,True,False,unknown,configuration_change,True,high,,v3.2.4,True,unknown,v3.2.4,High,,database_migration_conflict,one-time,database_migration_conflict,critical,inventory_module
73,5,True,,,unknown,unknown,unknown,,True,unknown,unknown,,high,,unknown,True,unknown,unknown,unknown,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
75,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,,True,unknown,configuration_change,True,,,v3.2.1,True,Nosco CRM v3.2.1,v3.2.1,High,,Timeout exception: Failed to connect to /api/inventory/sync,one-time,Timeout exception: Failed to connect to /api/inventory/sync,critical,inventory_module
75,2,,,True,unknown,,,,False,unknown,configuration_change,,,,,,unknown,,unknown,,unknown,unknown,unknown,critical,unknown
75,3,,,True,consistent across both Chrome and Firefox,,,,False,,no recent changes,,,,CRM Pro v3.2.4,True,other,CRM Pro v3.2.4,High,,database_connection_timeout_exception,,database_connection_timeout_exception,critical,single system
75,4,True,,False,unknown,,,,True,,unknown,True,,,,False,,,unknown,,,unknown,,high,single system
75,5,True,,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,,False,unknown,yes,True,high,,3.2.1,True,3.2.1,3.2.1,High,,configuration_error,recurring,configuration_error,critical,inventory_module
75,6,False,,False,consistent across both Chrome and Firefox,,,,False,,configuration_change,True,high,True,v3.14.2,True,unknown,v3.14.2,High,2.0,unknown_error,recurring,unknown_error,critical,single system
76,1,False,True,False,unknown,Chrome 98.0.4758.102,Google Chrome,False,True,unknown,no recent changes,False,,False,CRM Pro v3.2.4,False,,CRM Pro v3.2.4,,,Database connection failed,unknown,Database connection failed,high,crm_system
76,2,,,True,unknown,unknown,unknown,,False,unknown,unknown,,,,unknown,,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
76,3,,,True,unknown,,unknown,,,unknown,configuration_change,True,,,CRM Pro v3.2.4,,,CRM Pro v3.2.4,,,database_connection_timeout_exception,,database_connection_timeout_exception,high,crm_system
77,1,,True,False,consistent across both Chrome and Firefox,Chrome 120,Chrome,,False,unknown,yes,True,,,2.4.7,True,unknown,2.4.7,High,,database_connection_failed,unknown,database_connection_failed,critical,single system
77,2,,,True,unknown,unknown,unknown,,True,unknown,unknown,,high,True,unknown,True,unknown,unknown,unknown,2.0,503: Service Unavailable,unknown,503: Service Unavailable,critical,multiple systems
77,3,,,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,,,unknown,unknown,,,,,,,,,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
78,1,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,,True,windows_10,configuration_change,True,,,CRM Pro v3.2.4,True,4.2.7,CRM Pro v3.2.4,High,,503: Service Unavailable,one-time,503: Service Unavailable,critical,crm_system
78,2,,,True,consistent across both Chrome and Firefox,,,,True,,yes,True,,,unknown,True,unknown,unknown,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
78,3,,,True,consistent across both Chrome and Firefox,unknown,unknown,,,unknown,configuration_change,,,,unknown,True,unknown,unknown,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,multiple systems
78,4,True,,True,unknown,,,False,True,,configuration_change,True,high,False,v4.2.7,False,,v4.2.7,Medium,,timeout,one-time,timeout,high,multiple systems
79,1,False,True,False,unknown,Chrome 120,Chrome,False,True,unknown,unknown,False,high,False,unknown,True,unknown,unknown,unknown,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,critical,inventory_module
79,2,,,True,unknown,unknown,unknown,,False,unknown,unknown,,unknown,,unknown,,unknown,unknown,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,critical,single system
79,3,False,,True,consistent across both Chrome and Firefox,98.0.4758.102,Google Chrome,True,False,windows_10,software_update,True,high,False,2.4.1,False,,2.4.1,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,inventory_module
79,4,True,,False,consistent across both Chrome and Firefox,,,False,False,,configuration_change,True,,False,2.4.1,True,2.5.3,2.4.1,High,,database_connection_failed,one-time,database_connection_failed,critical,inventory_module
79,5,True,,True,unknown,unknown,unknown,,False,unknown,configuration_change,True,high,,unknown,True,unknown,unknown,High,,database_connection_failed,recurring,database_connection_failed,critical,inventory_module
79,6,True,,True,unknown,,,False,True,,,,high,False,,,,,unknown,,,,,high,single system
80,1,False,,True,unknown,,,,True,,unknown,False,,,,,,,unknown,,database_connection_failed,unknown,database_connection_failed,high,crm_system
80,2,,,True,unknown,unknown,unknown,,False,unknown,unknown,,,,unknown,,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
80,3,,True,,consistent across both Chrome and Firefox,,,,,,configuration_change,True,,,2.5.3,,2.5.3,2.5.3,Medium,,database_connection_failed,one-time,database_connection_failed,high,multiple systems
80,4,,,False,unknown,,,,True,,,,,,,True,,,,,,,,,
80,5,,,True,consistent across both Chrome and Firefox,,Chrome,,False,,,False,,,,True,,,,,,,,critical,single system
80,6,,,True,unknown,unknown,unknown,,True,unknown,unknown,,high,True,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
81,1,False,True,True,,,,,True,,hardware_upgrade,True,,,2.2.0,True,,2.2.0,,,database_connection_failed,,database_connection_failed,critical,inventory_module
81,2,,,True,unknown,,unknown,,False,unknown,hardware_upgrade,True,unknown,False,unknown,False,unknown,unknown,unknown,,unknown,unknown,unknown,critical,multiple systems
81,3,True,,True,consistent across both Chrome and Firefox,,,False,False,windows_10,configuration_change,True,high,False,CRM Pro v3.2.4,True,unknown,CRM Pro v3.2.4,High,,timeout,recurring,timeout,critical,multiple systems
81,4,True,,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,high,True,unknown,True,unknown,unknown,High,1.0,configuration_error,one-time,configuration_error,critical,single system
82,1,False,,False,consistent across both Chrome and Firefox,,,False,False,,configuration_change,True,,False,,False,,,,,database_connection_failed,one-time,database_connection_failed,high,single system
82,2,,,False,unknown,,,,False,,,,,,,,,,,,,,,,
82,3,False,True,False,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,,False,windows_10,no recent changes,False,,False,v3.14.2,False,3.2.1,v3.14.2,Low,,database_connection_failed,one-time,database_connection_failed,medium,single system
82,4,,,True,,,,False,True,,,False,,True,,True,,,,,,,,,
83,1,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,False,unknown,yes,True,,False,Nosco CRM v2.4.1,True,2.4.1,Nosco CRM v2.4.1,High,,Database connection failed - Timeout exception,one-time,Database connection failed - Timeout exception,critical,inventory_module
83,2,,,True,consistent across both Chrome and Firefox,,Chrome,,True,,configuration_change,True,,True,,True,,,,,configuration_error,recurring,configuration_error,high,multiple systems
83,3,,,True,consistent across both Chrome and Firefox,,,,False,unknown,unknown,False,high,False,unknown,True,unknown,unknown,unknown,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,critical,multiple systems
83,4,,,True,unknown,,,,,unknown,unknown,,,,v3.14.2,True,unknown,v3.14.2,High,4.0,timeout,unknown,timeout,high,single system
83,5,True,,True,consistent across both Chrome and Firefox,,,False,True,,configuration_change,True,high,True,unknown,True,unknown,unknown,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,single system
84,1,,,True,consistent across both Chrome and Firefox,unknown,unknown,,False,unknown,unknown,,high,,unknown,True,unknown,unknown,High,,database_connection_failed,recurring,database_connection_failed,critical,inventory_module
84,2,,,True,unknown,,,,False,,unknown,,,,unknown,,,unknown,,,,,,,
84,3,,,False,,,,,False,,No recent changes,False,,,2.3.1,False,,2.3.1,,,,,,,
84,4,,True,True,unknown,unknown,unknown,False,True,unknown,unknown,False,,False,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,medium,single system
84,5,,True,False,unknown,unknown,unknown,False,True,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,unknown,,unknown,unknown,unknown,critical,single system
84,6,,,,,,,,True,,,,high,,,,,,,,,,,,
85,1,,True,False,consistent across both Chrome and Firefox,unknown,unknown,,False,unknown,unknown,,high,,unknown,,unknown,unknown,Medium,,database_connection_failed,one-time,database_connection_failed,high,single system
85,2,False,,True,unknown,unknown,unknown,False,True,unknown,unknown,,unknown,False,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,critical,unknown
85,3,,,,,,,,,,,,,,,,,,,,,,,,
86,1,,True,True,,,,,False,,,,,,3.2.1,False,,3.2.1,,,database_connection_failed,,database_connection_failed,high,crm_system
86,2,,,True,unknown,unknown,unknown,,False,unknown,unknown,,unknown,,unknown,,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
86,3,,,False,consistent across both Chrome and Firefox,,unknown,,,unknown,No recent changes,False,,,unknown,,unknown,unknown,unknown,,unknown_error,one-time,unknown_error,high,single system
87,1,False,True,False,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,unknown,False,unknown,False,2.5.3,False,2.5.3,2.5.3,unknown,,database_connection_failed,one-time,database_connection_failed,high,single system
87,2,,,True,,,,,False,,unknown,,,,,,,,,,database_connection_failed,unknown,database_connection_failed,,
87,3,,,False,unknown,,,False,False,unknown,configuration_change,False,,,8.0.23,True,,8.0.23,unknown,,unknown_error,unknown,unknown_error,critical,single system
89,1,False,True,False,consistent across both Chrome and Firefox,,,False,True,,,False,,False,,False,,,,,database_connection_failed,one-time,database_connection_failed,critical,single system
89,2,,,True,unknown,unknown,unknown,,False,unknown,configuration_change,,high,True,unknown,True,unknown,unknown,Medium,,database_connection_failed,one-time,database_connection_failed,high,single system
90,1,,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,,,,configuration_change,True,,,Nosco CRM v4.5.1,True,,Nosco CRM v4.5.1,,,API timeout after webhook validation fails,,API timeout after webhook validation fails,critical,multiple systems
90,2,,,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,True,False,windows_10,software_update,True,high,,unknown,False,unknown,unknown,High,24.0,timeout,recurring,timeout,critical,multiple systems
90,3,False,,True,consistent across both Chrome and Firefox,unknown,unknown,,,unknown,configuration_change,True,high,,unknown,True,unknown,unknown,Medium,,API timeout after webhook validation fails,recurring,API timeout after webhook validation fails,critical,multiple systems
91,1,,,,consistent across both Chrome and Firefox,unknown,unknown,,False,unknown,unknown,False,unknown,,unknown,False,unknown,unknown,unknown,,configuration_error,unknown,configuration_error,critical,single system
91,2,,,False,unknown,unknown,unknown,,False,unknown,unknown,,unknown,,unknown,,unknown,unknown,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,medium,unknown
91,3,,,False,consistent across both Chrome and Firefox,"Chrome 111, Firefox 109","Chrome, Firefox",True,False,unknown,No recent changes,,,,v3.14.2,False,unknown,v3.14.2,unknown,,unknown,unknown,unknown,critical,single system
91,4,,,True,consistent across both Chrome and Firefox,,,,False,,unknown,,,False,unknown,True,,unknown,unknown,,,unknown,,high,single system
91,5,,,False,,,,False,False,,,,,,,,,,,,,,,,
92,1,,,False,consistent across both Chrome and Firefox,unknown,unknown,,False,unknown,unknown,False,,,unknown,False,unknown,unknown,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,single system
92,2,False,,False,unknown,unknown,unknown,False,False,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
92,3,,True,False,unknown,unknown,unknown,False,False,unknown,no recent changes,False,unknown,False,CRM Pro v4.2.3,False,4.2.3,CRM Pro v4.2.3,unknown,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,medium,crm_system
92,4,,,True,unknown,,unknown,False,False,unknown,unknown,False,,True,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,high,single system
92,5,False,,False,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,unknown,,unknown,unknown,unknown,high,multiple systems
93,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,software_update,True,high,False,v3.14.2,True,unknown,v3.14.2,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,multiple systems
93,2,,,True,unknown,unknown,unknown,,True,unknown,configuration_change,True,unknown,True,4.2.1,True,unknown,4.2.1,Medium,,database_connection_failed,unknown,database_connection_failed,high,inventory_module
94,1,True,,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,True,True,unknown,unknown,,high,True,CRM Pro v3.2.4,True,3.2.1,CRM Pro v3.2.4,High,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
94,2,False,,False,consistent across both Chrome and Firefox,,,False,True,,configuration_change,True,high,False,,True,,,High,1.0,database_connection_failed,one-time,database_connection_failed,critical,single system
95,1,,True,False,consistent across both Chrome and Firefox,Chrome 122,Chrome,,False,windows_10,unknown,,,,v3.14.2,True,4.2.1,v3.14.2,High,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,single system
95,2,,,True,unknown,unknown,Chrome,,True,unknown,unknown,,high,,unknown,,unknown,unknown,unknown,,database_connection_failed,unknown,database_connection_failed,high,single system
95,3,,,False,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,False,windows_11,No recent changes,False,,,unknown,True,,unknown,Medium,,unknown_error,recurring,unknown_error,high,multiple systems
95,4,False,,True,consistent across both Chrome and Firefox,,,True,False,,configuration_change,True,high,False,,False,,,Medium,2.0,database_connection_failed,recurring,database_connection_failed,high,inventory_module
95,5,,,True,consistent across both Chrome and Firefox,,,,False,,software_update,True,,,unknown,True,,unknown,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
96,1,,True,False,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,configuration_change,True,high,False,v3.14.2,False,unknown,v3.14.2,High,,timeout,recurring,timeout,critical,multiple systems
96,2,,,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,,False,,software_update,True,,True,,True,,,High,,API timeout after webhook validation fails,,API timeout after webhook validation fails,critical,single system
97,1,,True,False,unknown,unknown,unknown,False,False,unknown,unknown,False,high,False,v3.8.2,True,unknown,v3.8.2,High,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,crm_system
97,2,False,,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,,,windows_10,software_update,True,high,,v3.14.2,True,unknown,v3.14.2,Medium,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,single system
97,3,,,True,consistent across both Chrome and Firefox,,,False,False,,configuration_change,True,,,,True,,,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,inventory_module
97,4,True,,True,consistent across both Chrome and Firefox,unknown,unknown,,True,unknown,hardware_upgrade,True,high,,unknown,True,unknown,unknown,High,,database_connection_failed,one-time,database_connection_failed,critical,Database
97,5,,,True,consistent across both Chrome and Firefox,,,,True,,unknown,False,,,,True,,,,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,critical,multiple systems
100,1,,True,False,consistent across both Chrome and Firefox,Chrome 120,Chrome,,False,windows_10,software_update,True,,,v3.14.2,True,3.2.1,v3.14.2,High,,Database connection failed,recurring,Database connection failed,high,inventory_module
100,2,,,True,unknown,,,False,False,unknown,configuration_change,False,unknown,,3.2.1,,unknown,3.2.1,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,high,single system
100,3,,,True,consistent across both Chrome and Firefox,,Chrome,,False,Windows,software_update,True,,,v3.2.1,True,,v3.2.1,High,,timeout,recurring,timeout,critical,multiple systems
100,4,True,,True,,,,,False,,configuration_change,True,,,unknown,True,,unknown,,,database_connection_timeout_exception,,database_connection_timeout_exception,high,multiple systems
100,5,True,,,unknown,unknown,unknown,,True,unknown,unknown,,,,unknown,True,unknown,unknown,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,high,multiple systems
100,6,True,,False,unknown,,,,True,unknown,configuration_change,True,high,True,v3.14.2,True,unknown,v3.14.2,Medium,,503: Service Unavailable,recurring,503: Service Unavailable,critical,inventory_module
101,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,Windows,software_update,True,high,False,v4.2.3,True,unknown,v4.2.3,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,inventory_module
101,2,,,True,consistent across both Chrome and Firefox,,Chrome,,True,,configuration_change,True,high,,v3.14.2,True,,v3.14.2,Medium,120.0,configuration_error,one-time,configuration_error,high,crm_system
104,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,software_update,True,high,False,Nosco CRM v5.2.1,False,unknown,Nosco CRM v5.2.1,Medium,,database_connection_failed,one-time,database_connection_failed,high,single system
104,2,,,True,consistent across both Chrome and Firefox,,,,True,,configuration_change,,high,True,,True,,,Medium,,,,,high,multiple systems
104,3,,,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,,,unknown,software_update,True,unknown,,unknown,True,unknown,unknown,Medium,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,multiple systems
104,4,False,,True,consistent across both Chrome and Firefox,unknown,unknown,,True,unknown,configuration_change,True,high,,unknown,False,unknown,unknown,Medium,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
105,1,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,False,unknown,software_update,True,high,False,CRM Pro v3.2.1,True,unknown,CRM Pro v3.2.1,High,,timeout,recurring,timeout,critical,multiple systems
105,2,,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,unknown,False,high,True,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,critical,multiple systems
105,3,False,,True,,,,,True,,configuration_change,True,,,,True,,,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,multiple systems
106,1,,True,False,consistent across both Chrome and Firefox,,Chrome,False,True,,no recent changes,False,,,,True,2.5.3,,High,,503: Service Unavailable,one-time,503: Service Unavailable,critical,multiple systems
106,2,,,True,unknown,unknown,unknown,,True,unknown,unknown,,unknown,True,unknown,True,unknown,unknown,unknown,4.0,unknown,unknown,unknown,high,multiple systems
106,3,False,,False,consistent across both Chrome and Firefox,,,False,,,No recent changes,False,,,,False,,,,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,inventory_module
108,1,,True,False,consistent across both Chrome and Firefox,Chrome 120,Google Chrome,,True,unknown,yes,True,high,,v4.2.1,True,unknown,v4.2.1,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
108,2,,,False,consistent across both Chrome and Firefox,,,,True,,configuration_change,,,,,True,,,Medium,,503: Service Unavailable,one-time,503: Service Unavailable,high,single system
108,3,,False,True,consistent across both Chrome and Firefox,,unknown,False,False,unknown,hardware_upgrade,True,,,,True,unknown,,Medium,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
108,4,False,False,True,unknown,unknown,unknown,False,True,unknown,configuration_change,True,unknown,False,unknown,True,unknown,unknown,unknown,,timeout,unknown,timeout,critical,multiple systems
108,5,True,,True,consistent across both Chrome and Firefox,98.0.4758.102,Google Chrome,,False,,unknown,True,high,,unknown,True,,unknown,,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
108,6,,,True,consistent across both Chrome and Firefox,"98.0.4758.102, Chrome 122",Chrome,,True,,configuration_change,,high,True,,True,,,High,48.0,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,"inventory_module, single system"
109,1,,True,False,consistent across both Chrome and Firefox,Chrome 120,Chrome,,False,unknown,unknown,,,,v4.2.3,False,4.2.3,v4.2.3,High,,503: Service Unavailable,one-time,503: Service Unavailable,critical,inventory_module
109,2,,,True,,,,,False,,unknown,,high,,,,,,,,503: Service Unavailable,unknown,503: Service Unavailable,high,single system
109,3,False,,True,consistent across both Chrome and Firefox,,Chrome,False,False,unknown,software_update,True,,False,unknown,False,,unknown,High,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,multiple systems
110,1,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,False,unknown,software_update,True,high,False,unknown,True,unknown,unknown,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
110,2,,,True,consistent across both Chrome and Firefox,,Chrome,,True,,configuration_change,,,,v2.4.7,True,,v2.4.7,Medium,,503: Service Unavailable,,503: Service Unavailable,high,single system
110,3,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,yes,True,high,False,2.4.7,True,unknown,2.4.7,High,,timeout,recurring,timeout,critical,multiple systems
110,4,True,,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,high,False,unknown,True,unknown,unknown,High,2.0,database_connection_failed,recurring,database_connection_failed,critical,multiple systems
112,1,,True,False,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,False,unknown,configuration_change,True,high,False,Nosco CRM v2.4.2,True,2.4.2,Nosco CRM v2.4.2,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,inventory_module
112,2,,,True,,,,,True,,unknown,,,True,,True,,,,,unknown_error,,unknown_error,critical,inventory_module
112,3,,,False,consistent across both Chrome and Firefox,unknown,Chrome,,False,unknown,configuration_change,True,,,unknown,True,unknown,unknown,High,,timeout,recurring,timeout,critical,multiple systems
112,4,,,False,consistent across both Chrome and Firefox,,Chrome,True,False,,configuration_change,True,,,v2.4.3,False,,v2.4.3,Medium,30.0,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,single system
113,1,,True,True,consistent across both Chrome and Firefox,Chrome 120,Google Chrome,,True,unknown,software_update,True,,,CRM Pro v3.2.4,True,4.2.1,CRM Pro v3.2.4,High,,Database connection failed: Error 503,recurring,Database connection failed: Error 503,critical,crm_system
113,2,False,,True,consistent across both Chrome and Firefox,,,,True,,configuration_change,False,,True,unknown,True,,unknown,High,,unknown_error,,unknown_error,critical,multiple systems
113,3,False,,True,consistent across both Chrome and Firefox,,,,False,unknown,hardware_upgrade,True,,False,,True,,,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
113,4,,,True,consistent across both Chrome and Firefox,unknown,unknown,True,True,unknown,unknown,True,high,,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,high,multiple systems
114,1,False,,True,consistent across both Chrome and Firefox,,,False,False,windows_10,software_update,True,,False,3.4.2-SE,True,,3.4.2-SE,High,,API timeout after webhook validation fails,recurring,API timeout after webhook validation fails,critical,single system
114,2,False,,True,unknown,unknown,unknown,False,True,unknown,unknown,,high,,unknown,,unknown,unknown,unknown,,unknown,unknown,unknown,critical,single system
114,3,,,False,consistent across both Chrome and Firefox,,,,False,unknown,configuration_change,True,,,3.2.4,,,3.2.4,Medium,,configuration_error,recurring,configuration_error,high,multiple systems
114,4,False,,False,consistent across both Chrome and Firefox,unknown,unknown,,,unknown,no recent changes,True,,,CRM Pro v3.2.4,False,unknown,CRM Pro v3.2.4,Low,4.0,unknown_error,one-time,unknown_error,medium,crm_system
116,1,,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,,,,software_update,True,,,v4.2.1,True,,v4.2.1,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
116,2,,,False,consistent across both Chrome and Firefox,,,False,True,,no recent changes,False,high,False,,False,,,,4.0,503: Service Unavailable,,503: Service Unavailable,high,single system
117,1,,True,True,unknown,Chrome 120,Google Chrome,False,True,windows_10,software_update,True,,,,True,,,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,single system
117,2,,,True,unknown,unknown,unknown,,True,unknown,unknown,,,False,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,high,multiple systems
117,3,False,,True,consistent across both Chrome and Firefox,,Chrome,False,False,unknown,software_update,True,high,False,v4.2.1,False,unknown,v4.2.1,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
117,4,,,True,,,,False,True,,configuration_change,True,,,,True,,,High,,,,,critical,inventory_module
118,1,False,True,False,consistent across both Chrome and Firefox,Chrome 122,Chrome,,False,windows_10,configuration_change,True,,,CRM Pro v3.2.4,True,v3.14.2,CRM Pro v3.2.4,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,inventory_module
118,2,,,True,consistent across both Chrome and Firefox,,,,False,,no recent changes,True,,,,,,,Medium,,unknown_error,one-time,unknown_error,high,single system
